id,modulo,resposta_correta
1445,Poder de Polícia Administrativa,B
1446,Poder de Polícia Administrativa,D
1447,Poder de Polícia Administrativa,A
1448,Poder de Polícia Administrativa,C
1449,Poder de Polícia Administrativa,B
1450,Poder de Polícia Administrativa,A
1451,Poder de Polícia Administrativa,C
1452,Poder de Polícia Administrativa,B
1453,Poder de Polícia Administrativa,A
1454,Poder de Polícia Administrativa,B
1455,Poder de Polícia Administrativa,C
1456,Poder de Polícia Administrativa,D
1457,Poder de Polícia Administrativa,B
1458,Poder de Polícia Administrativa,D
1459,Poder de Polícia Administrativa,A
1460,Poder de Polícia Administrativa,B
1461,Poder de Polícia Administrativa,D
1462,Poder de Polícia Administrativa,C
1463,Poder de Polícia Administrativa,A
1464,Poder de Polícia Administrativa,D
1465,Poder de Polícia Administrativa,D
1466,Poder de Polícia Administrativa,A
1467,Poder de Polícia Administrativa,B
1468,Poder de Polícia Administrativa,B
1469,Poder de Polícia Administrativa,D
1470,Poder de Polícia Administrativa,C
1471,Poder de Polícia Administrativa,A
1472,Poder de Polícia Administrativa,C
1473,Poder de Polícia Administrativa,D
1474,Poder de Polícia Administrativa,D
1475,Poder de Polícia Administrativa,C
1476,Poder de Polícia Administrativa,B
1477,Poder de Polícia Administrativa,A
1478,Poder de Polícia Administrativa,B
1479,Poder de Polícia Administrativa,C
1480,Poder de Polícia Administrativa,C
1481,Poder de Polícia Administrativa,C
1482,Poder de Polícia Administrativa,B
1483,Poder de Polícia Administrativa,A
1484,Poder de Polícia Administrativa,B
1485,Poder de Polícia Administrativa,D
1486,Poder de Polícia Administrativa,C
1487,Poder de Polícia Administrativa,C
1488,Poder de Polícia Administrativa,D
1489,Poder de Polícia Administrativa,A
1490,Poder de Polícia Administrativa,D
1491,Poder de Polícia Administrativa,A
1492,Poder de Polícia Administrativa,C
1493,Poder de Polícia Administrativa,A
1494,Poder de Polícia Administrativa,D
1495,Poder de Polícia Administrativa,B
1496,Poder de Polícia Administrativa,D
1497,Poder de Polícia Administrativa,B
1498,Poder de Polícia Administrativa,B
1499,Poder de Polícia Administrativa,B
1500,Poder de Polícia Administrativa,A
1501,Atos Administrativos,A
1502,Atos Administrativos,C
1503,Atos Administrativos,C
1504,Atos Administrativos,A
1505,Atos Administrativos,C
1506,Atos Administrativos,A
1507,Atos Administrativos,A
1508,Atos Administrativos,A
1509,Atos Administrativos,D
1510,Atos Administrativos,D
1511,Atos Administrativos,C
1512,Atos Administrativos,B
1513,Atos Administrativos,C
1514,Atos Administrativos,C
1515,Atos Administrativos,A
1516,Atos Administrativos,D
1517,Atos Administrativos,D
1518,Atos Administrativos,B
1519,Atos Administrativos,C
1520,Atos Administrativos,A
1521,Atos Administrativos,A
1522,Atos Administrativos,D
1523,Atos Administrativos,C
1524,Atos Administrativos,C
1525,Atos Administrativos,A
1526,Atos Administrativos,D
1527,Atos Administrativos,D
1528,Atos Administrativos,D
1529,Atos Administrativos,A
1530,Atos Administrativos,C
1531,Atos Administrativos,B
1532,Atos Administrativos,A
1533,Atos Administrativos,C
1534,Atos Administrativos,B
1535,Atos Administrativos,A
1536,Atos Administrativos,A
1537,Atos Administrativos,D
1538,Atos Administrativos,B
1539,Atos Administrativos,C
1540,Atos Administrativos,D
1541,Atos Administrativos,D
1542,Atos Administrativos,C
1543,Atos Administrativos,D
1544,Atos Administrativos,B
1545,Atos Administrativos,D
1546,Atos Administrativos,B
1547,Atos Administrativos,C
1548,Atos Administrativos,B
1549,Atos Administrativos,C
1550,Atos Administrativos,A
1551,Atos Administrativos,C
1552,Atos Administrativos,D
1553,Atos Administrativos,A
1554,Atos Administrativos,B
1555,Atos Administrativos,D
1556,Atos Administrativos,A
1557,Atos Administrativos,A
1558,Atos Administrativos,B
1559,Atos Administrativos,B
1560,Atos Administrativos,A
1561,Atos Administrativos,A
1562,Atos Administrativos,B
1563,Atos Administrativos,C
1564,Atos Administrativos,B
1565,Atos Administrativos,C
1566,Atos Administrativos,A
1567,Atos Administrativos,B
1568,Atos Administrativos,B
1569,Atos Administrativos,B
1570,Atos Administrativos,B
1571,Atos Administrativos,D
1572,Atos Administrativos,D
1573,Atos Administrativos,D
1574,Atos Administrativos,D
1575,Atos Administrativos,A
1576,Atos Administrativos,B
1577,Atos Administrativos,D
1578,Atos Administrativos,D
1579,Atos Administrativos,B
1580,Atos Administrativos,D
1581,Atos Administrativos,A
1582,Atos Administrativos,D
1583,Atos Administrativos,A
1584,Atos Administrativos,D
1585,Atos Administrativos,C
1586,Atos Administrativos,A
1587,Atos Administrativos,D
1588,Atos Administrativos,B
1589,Atos Administrativos,C
1590,Atos Administrativos,C
1591,Atos Administrativos,B
1592,Atos Administrativos,A
1593,Atos Administrativos,D
1594,Atos Administrativos,B
1595,Atos Administrativos,A
1596,Atos Administrativos,B
1597,Atos Administrativos,C
1598,Atos Administrativos,D
1599,Atos Administrativos,D
1600,Atos Administrativos,B
1601,Atos Administrativos,B
1602,Atos Administrativos,C
1603,Atos Administrativos,D
1604,Atos Administrativos,C
1605,Atos Administrativos,A
1606,Atos Administrativos,B
1607,Atos Administrativos,C
1608,Atos Administrativos,B
1609,Atos Administrativos,A
1610,Atos Administrativos,D
1611,Atos Administrativos,C
1612,Atos Administrativos,D
1613,Atos Administrativos,D
1614,Atos Administrativos,D
1615,Atos Administrativos,A
1616,Atos Administrativos,D
1617,Atos Administrativos,B
1618,Atos Administrativos,D
1619,Atos Administrativos,C
1620,Atos Administrativos,A
1621,Atos Administrativos,C
1622,Atos Administrativos,A
1623,Atos Administrativos,C
1624,Atos Administrativos,C
1625,Atos Administrativos,D
1626,Atos Administrativos,A
1627,Atos Administrativos,A
1628,Atos Administrativos,A
1629,Atos Administrativos,D
1630,Atos Administrativos,A
1631,Atos Administrativos,B
1632,Atos Administrativos,B
1633,Atos Administrativos,D
1634,Atos Administrativos,A
1635,Atos Administrativos,A
1636,Atos Administrativos,C
1637,Atos Administrativos,C
1638,Atos Administrativos,C
1639,Atos Administrativos,D
1640,Atos Administrativos,B
1641,Atos Administrativos,A
1642,Atos Administrativos,D
1643,Atos Administrativos,C
1644,Atos Administrativos,D
1645,Atos Administrativos,A
1646,Atos Administrativos,A
1647,Atos Administrativos,A
1648,Atos Administrativos,A
1649,Atos Administrativos,D
1650,Atos Administrativos,C
1651,Atos Administrativos,C
1652,Atos Administrativos,C
1653,Atos Administrativos,B
1654,Atos Administrativos,C
1655,Atos Administrativos,D
1656,Atos Administrativos,D
1657,Atos Administrativos,B
1658,Atos Administrativos,C
1659,Atos Administrativos,B
1660,Atos Administrativos,A
1661,Atos Administrativos,D
1662,Atos Administrativos,B
1663,Atos Administrativos,A
1664,Atos Administrativos,A
1665,Atos Administrativos,D
1666,Atos Administrativos,B
1667,Atos Administrativos,C
1668,Atos Administrativos,D
1669,Atos Administrativos,B
1670,Atos Administrativos,A
1671,Atos Administrativos,D
1672,Atos Administrativos,A
1673,Atos Administrativos,D
1674,Atos Administrativos,C
1675,Atos Administrativos,B
1676,Atos Administrativos,D
1677,Atos Administrativos,C
1678,Atos Administrativos,A
1679,Atos Administrativos,D
1680,Atos Administrativos,D
1681,Atos Administrativos,D
1682,Atos Administrativos,A
1683,Atos Administrativos,D
1684,Atos Administrativos,C
1685,Atos Administrativos,B
1686,Atos Administrativos,B
1687,Atos Administrativos,D
1688,Atos Administrativos,B
1689,Atos Administrativos,C
1690,Atos Administrativos,C
1691,Atos Administrativos,D
1692,Atos Administrativos,C
1693,Atos Administrativos,B
1694,Atos Administrativos,A
1695,Atos Administrativos,C
1696,Atos Administrativos,C
1697,Atos Administrativos,B
1698,Atos Administrativos,A
1699,Atos Administrativos,C
1700,Atos Administrativos,B
1701,Atos Administrativos,D
1702,Atos Administrativos,A
1703,Atos Administrativos,A
1704,Atos Administrativos,D
1705,Atos Administrativos,A
1706,Atos Administrativos,C
1707,Atos Administrativos,C
1708,Atos Administrativos,A
1709,Atos Administrativos,D
1710,Atos Administrativos,C
1711,Atos Administrativos,C
1712,Atos Administrativos,A
1713,Atos Administrativos,D
1714,Atos Administrativos,D
1715,Atos Administrativos,D
1716,Atos Administrativos,A
1717,Atos Administrativos,B
1718,Atos Administrativos,D
1719,Atos Administrativos,B
1720,Atos Administrativos,C
1721,Atos Administrativos,B
1722,Atos Administrativos,B
1723,Atos Administrativos,C
1724,Atos Administrativos,C
1725,Atos Administrativos,D
1726,Atos Administrativos,D
1727,Atos Administrativos,A
1728,Atos Administrativos,A
1729,Atos Administrativos,D
1730,Atos Administrativos,B
1731,Atos Administrativos,B
1732,Atos Administrativos,D
1733,Atos Administrativos,B
1734,Atos Administrativos,B
1735,Atos Administrativos,A
1736,Atos Administrativos,C
1737,Atos Administrativos,A
1738,Atos Administrativos,A
1739,Atos Administrativos,A
1740,Atos Administrativos,C
1741,Atos Administrativos,C
1742,Atos Administrativos,C
1743,Atos Administrativos,A
1744,Atos Administrativos,D
1745,Atos Administrativos,B
1746,Atos Administrativos,C
1747,Atos Administrativos,D
1748,Atos Administrativos,A
1749,Atos Administrativos,D
1750,Atos Administrativos,B
1751,Atos Administrativos,A
1752,Atos Administrativos,C
1753,Atos Administrativos,A
1754,Atos Administrativos,B
1755,Atos Administrativos,A
1756,Atos Administrativos,A
1757,Atos Administrativos,C
1758,Atos Administrativos,C
1759,Atos Administrativos,D
1760,Atos Administrativos,D
1761,Atos Administrativos,A
1762,Atos Administrativos,A
1763,Atos Administrativos,D
1764,Atos Administrativos,D
1765,Atos Administrativos,B
1766,Atos Administrativos,D
1767,Atos Administrativos,C
1768,Atos Administrativos,B
1769,Atos Administrativos,B
1770,Atos Administrativos,A
1771,Atos Administrativos,D
1772,Atos Administrativos,B
1773,Atos Administrativos,B
1774,Atos Administrativos,D
1775,Atos Administrativos,A
1776,Atos Administrativos,A
1777,Atos Administrativos,D
1778,Atos Administrativos,D
1779,Atos Administrativos,D
1780,Atos Administrativos,B
1781,Atos Administrativos,B
1782,Atos Administrativos,C
1783,Atos Administrativos,A
1784,Atos Administrativos,D
1785,Atos Administrativos,B
1786,Atos Administrativos,D
1787,Atos Administrativos,B
1788,Atos Administrativos,D
1789,Atos Administrativos,D
1790,Atos Administrativos,D
1791,Atos Administrativos,B
1792,Atos Administrativos,B
1793,Atos Administrativos,D
1794,Atos Administrativos,A
1795,Atos Administrativos,D
1796,Atos Administrativos,D
1797,Atos Administrativos,C
1798,Atos Administrativos,B
1799,Atos Administrativos,D
1800,Atos Administrativos,C
1801,Funções de protocolo e gerenciamento de documentos e processos,A
1802,Funções de protocolo e gerenciamento de documentos e processos,C
1803,Funções de protocolo e gerenciamento de documentos e processos,A
1804,Funções de protocolo e gerenciamento de documentos e processos,A
1805,Funções de protocolo e gerenciamento de documentos e processos,C
1806,Funções de protocolo e gerenciamento de documentos e processos,D
1807,Funções de protocolo e gerenciamento de documentos e processos,A
1808,Funções de protocolo e gerenciamento de documentos e processos,B
1809,Funções de protocolo e gerenciamento de documentos e processos,A
1810,Funções de protocolo e gerenciamento de documentos e processos,B
1811,Funções de protocolo e gerenciamento de documentos e processos,A
1812,Funções de protocolo e gerenciamento de documentos e processos,C
1813,Funções de protocolo e gerenciamento de documentos e processos,A
1814,Funções de protocolo e gerenciamento de documentos e processos,D
1815,Funções de protocolo e gerenciamento de documentos e processos,B
1816,Funções de protocolo e gerenciamento de documentos e processos,B
1817,Funções de protocolo e gerenciamento de documentos e processos,A
1818,Funções de protocolo e gerenciamento de documentos e processos,B
1819,Funções de protocolo e gerenciamento de documentos e processos,A
1820,Funções de protocolo e gerenciamento de documentos e processos,A
1821,Funções de protocolo e gerenciamento de documentos e processos,C
1822,Funções de protocolo e gerenciamento de documentos e processos,A
1823,Funções de protocolo e gerenciamento de documentos e processos,D
1824,Funções de protocolo e gerenciamento de documentos e processos,A
1825,Funções de protocolo e gerenciamento de documentos e processos,D
1826,Funções de protocolo e gerenciamento de documentos e processos,A
1827,Funções de protocolo e gerenciamento de documentos e processos,B
1828,Funções de protocolo e gerenciamento de documentos e processos,B
1829,Funções de protocolo e gerenciamento de documentos e processos,D
1830,Funções de protocolo e gerenciamento de documentos e processos,D
1831,Funções de protocolo e gerenciamento de documentos e processos,A
1832,Funções de protocolo e gerenciamento de documentos e processos,D
1833,Funções de protocolo e gerenciamento de documentos e processos,A
1834,Funções de protocolo e gerenciamento de documentos e processos,A
1835,Funções de protocolo e gerenciamento de documentos e processos,A
1836,Funções de protocolo e gerenciamento de documentos e processos,C
1837,Funções de protocolo e gerenciamento de documentos e processos,D
1838,Funções de protocolo e gerenciamento de documentos e processos,D
1839,Funções de protocolo e gerenciamento de documentos e processos,B
1840,Funções de protocolo e gerenciamento de documentos e processos,D
1841,Funções de protocolo e gerenciamento de documentos e processos,D
1842,Funções de protocolo e gerenciamento de documentos e processos,D
1843,Funções de protocolo e gerenciamento de documentos e processos,A
1844,Funções de protocolo e gerenciamento de documentos e processos,B
1845,Funções de protocolo e gerenciamento de documentos e processos,A
1846,Funções de protocolo e gerenciamento de documentos e processos,C
1847,Funções de protocolo e gerenciamento de documentos e processos,A
1848,Funções de protocolo e gerenciamento de documentos e processos,C
1849,Funções de protocolo e gerenciamento de documentos e processos,B
1850,Funções de protocolo e gerenciamento de documentos e processos,B
1851,Funções de protocolo e gerenciamento de documentos e processos,C
1852,Funções de protocolo e gerenciamento de documentos e processos,B
1853,Funções de protocolo e gerenciamento de documentos e processos,C
1854,Funções de protocolo e gerenciamento de documentos e processos,D
1855,Funções de protocolo e gerenciamento de documentos e processos,A
1856,Funções de protocolo e gerenciamento de documentos e processos,D
1857,Funções de protocolo e gerenciamento de documentos e processos,C
1858,Funções de protocolo e gerenciamento de documentos e processos,B
1859,Funções de protocolo e gerenciamento de documentos e processos,A
1860,Funções de protocolo e gerenciamento de documentos e processos,B
1861,Funções de protocolo e gerenciamento de documentos e processos,D
1862,Funções de protocolo e gerenciamento de documentos e processos,C
1863,Funções de protocolo e gerenciamento de documentos e processos,C
1864,Funções de protocolo e gerenciamento de documentos e processos,A
1865,Funções de protocolo e gerenciamento de documentos e processos,A
1866,Funções de protocolo e gerenciamento de documentos e processos,B
1867,Funções de protocolo e gerenciamento de documentos e processos,A
1868,Funções de protocolo e gerenciamento de documentos e processos,A
1869,Funções de protocolo e gerenciamento de documentos e processos,B
1870,Funções de protocolo e gerenciamento de documentos e processos,A
1871,Funções de protocolo e gerenciamento de documentos e processos,B
1872,Funções de protocolo e gerenciamento de documentos e processos,B
1873,Funções de protocolo e gerenciamento de documentos e processos,B
1874,Funções de protocolo e gerenciamento de documentos e processos,C
1875,Funções de protocolo e gerenciamento de documentos e processos,D
1876,Funções de protocolo e gerenciamento de documentos e processos,A
1877,Funções de protocolo e gerenciamento de documentos e processos,D
1878,Funções de protocolo e gerenciamento de documentos e processos,A
1879,Funções de protocolo e gerenciamento de documentos e processos,A
1880,Funções de protocolo e gerenciamento de documentos e processos,D
1881,Funções de protocolo e gerenciamento de documentos e processos,B
1882,Funções de protocolo e gerenciamento de documentos e processos,D
1883,Funções de protocolo e gerenciamento de documentos e processos,D
1884,Funções de protocolo e gerenciamento de documentos e processos,D
1885,Funções de protocolo e gerenciamento de documentos e processos,B
1886,Funções de protocolo e gerenciamento de documentos e processos,B
1887,Funções de protocolo e gerenciamento de documentos e processos,A
1888,Funções de protocolo e gerenciamento de documentos e processos,B
1889,Funções de protocolo e gerenciamento de documentos e processos,B
1890,Funções de protocolo e gerenciamento de documentos e processos,B
1891,Funções de protocolo e gerenciamento de documentos e processos,A
1892,Funções de protocolo e gerenciamento de documentos e processos,C
1893,Funções de protocolo e gerenciamento de documentos e processos,D
1894,Funções de protocolo e gerenciamento de documentos e processos,D
1895,Funções de protocolo e gerenciamento de documentos e processos,D
1896,Funções de protocolo e gerenciamento de documentos e processos,D
1897,Funções de protocolo e gerenciamento de documentos e processos,B
1898,Funções de protocolo e gerenciamento de documentos e processos,A
1899,Funções de protocolo e gerenciamento de documentos e processos,A
1900,Funções de protocolo e gerenciamento de documentos e processos,C
1901,Funções de protocolo e gerenciamento de documentos e processos,B
1902,Funções de protocolo e gerenciamento de documentos e processos,B
1903,Funções de protocolo e gerenciamento de documentos e processos,A
1904,Funções de protocolo e gerenciamento de documentos e processos,B
1905,Funções de protocolo e gerenciamento de documentos e processos,B
1906,Funções de protocolo e gerenciamento de documentos e processos,D
1907,Funções de protocolo e gerenciamento de documentos e processos,B
1908,Funções de protocolo e gerenciamento de documentos e processos,C
1909,Funções de protocolo e gerenciamento de documentos e processos,B
1910,Funções de protocolo e gerenciamento de documentos e processos,B
1911,Funções de protocolo e gerenciamento de documentos e processos,D
1912,Funções de protocolo e gerenciamento de documentos e processos,C
1913,Funções de protocolo e gerenciamento de documentos e processos,B
1914,Funções de protocolo e gerenciamento de documentos e processos,D
1915,Funções de protocolo e gerenciamento de documentos e processos,D
1916,Funções de protocolo e gerenciamento de documentos e processos,A
1917,Funções de protocolo e gerenciamento de documentos e processos,C
1918,Funções de protocolo e gerenciamento de documentos e processos,A
1919,Funções de protocolo e gerenciamento de documentos e processos,D
1920,Funções de protocolo e gerenciamento de documentos e processos,C
1921,Funções de protocolo e gerenciamento de documentos e processos,B
1922,Funções de protocolo e gerenciamento de documentos e processos,D
1923,Funções de protocolo e gerenciamento de documentos e processos,B
1924,Funções de protocolo e gerenciamento de documentos e processos,D
1925,Funções de protocolo e gerenciamento de documentos e processos,D
1926,Funções de protocolo e gerenciamento de documentos e processos,D
1927,Funções de protocolo e gerenciamento de documentos e processos,D
1928,Funções de protocolo e gerenciamento de documentos e processos,D
1929,Funções de protocolo e gerenciamento de documentos e processos,A
1930,Funções de protocolo e gerenciamento de documentos e processos,A
1931,Funções de protocolo e gerenciamento de documentos e processos,D
1932,Funções de protocolo e gerenciamento de documentos e processos,A
1933,Funções de protocolo e gerenciamento de documentos e processos,D
1934,Funções de protocolo e gerenciamento de documentos e processos,A
1935,Funções de protocolo e gerenciamento de documentos e processos,B
1936,Funções de protocolo e gerenciamento de documentos e processos,D
1937,Funções de protocolo e gerenciamento de documentos e processos,A
1938,Funções de protocolo e gerenciamento de documentos e processos,B
1939,Funções de protocolo e gerenciamento de documentos e processos,D
1940,Funções de protocolo e gerenciamento de documentos e processos,A
1941,Funções de protocolo e gerenciamento de documentos e processos,C
1942,Funções de protocolo e gerenciamento de documentos e processos,D
1943,Funções de protocolo e gerenciamento de documentos e processos,A
1944,Funções de protocolo e gerenciamento de documentos e processos,D
1945,Funções de protocolo e gerenciamento de documentos e processos,B
1946,Funções de protocolo e gerenciamento de documentos e processos,D
1947,Funções de protocolo e gerenciamento de documentos e processos,B
1948,Funções de protocolo e gerenciamento de documentos e processos,A
1949,Funções de protocolo e gerenciamento de documentos e processos,D
1950,Funções de protocolo e gerenciamento de documentos e processos,D
1951,Funções de protocolo e gerenciamento de documentos e processos,B
1952,Funções de protocolo e gerenciamento de documentos e processos,B
1953,Funções de protocolo e gerenciamento de documentos e processos,D
1954,Funções de protocolo e gerenciamento de documentos e processos,D
1955,Funções de protocolo e gerenciamento de documentos e processos,C
1956,Funções de protocolo e gerenciamento de documentos e processos,C
1957,Funções de protocolo e gerenciamento de documentos e processos,B
1958,Funções de protocolo e gerenciamento de documentos e processos,B
1959,Funções de protocolo e gerenciamento de documentos e processos,C
1960,Funções de protocolo e gerenciamento de documentos e processos,D
1961,Funções de protocolo e gerenciamento de documentos e processos,A
1962,Funções de protocolo e gerenciamento de documentos e processos,D
1963,Funções de protocolo e gerenciamento de documentos e processos,A
1964,Funções de protocolo e gerenciamento de documentos e processos,C
1965,Funções de protocolo e gerenciamento de documentos e processos,A
1966,Funções de protocolo e gerenciamento de documentos e processos,D
1967,Funções de protocolo e gerenciamento de documentos e processos,C
1968,Funções de protocolo e gerenciamento de documentos e processos,C
1969,Funções de protocolo e gerenciamento de documentos e processos,A
1970,Funções de protocolo e gerenciamento de documentos e processos,C
1971,Funções de protocolo e gerenciamento de documentos e processos,B
1972,Funções de protocolo e gerenciamento de documentos e processos,A
1973,Funções de protocolo e gerenciamento de documentos e processos,D
1974,Funções de protocolo e gerenciamento de documentos e processos,D
1975,Funções de protocolo e gerenciamento de documentos e processos,B
1976,Funções de protocolo e gerenciamento de documentos e processos,D
1977,Funções de protocolo e gerenciamento de documentos e processos,C
1978,Funções de protocolo e gerenciamento de documentos e processos,A
1979,Funções de protocolo e gerenciamento de documentos e processos,C
1980,Funções de protocolo e gerenciamento de documentos e processos,C
1981,Funções de protocolo e gerenciamento de documentos e processos,D
1982,Funções de protocolo e gerenciamento de documentos e processos,A
1983,Funções de protocolo e gerenciamento de documentos e processos,A
1984,Funções de protocolo e gerenciamento de documentos e processos,A
1985,Funções de protocolo e gerenciamento de documentos e processos,D
1986,Funções de protocolo e gerenciamento de documentos e processos,B
1987,Funções de protocolo e gerenciamento de documentos e processos,C
1988,Funções de protocolo e gerenciamento de documentos e processos,C
1989,Funções de protocolo e gerenciamento de documentos e processos,B
1990,Funções de protocolo e gerenciamento de documentos e processos,C
1991,Funções de protocolo e gerenciamento de documentos e processos,C
1992,Funções de protocolo e gerenciamento de documentos e processos,B
1993,Funções de protocolo e gerenciamento de documentos e processos,A
1994,Funções de protocolo e gerenciamento de documentos e processos,C
1995,Funções de protocolo e gerenciamento de documentos e processos,A
1996,Funções de protocolo e gerenciamento de documentos e processos,C
1997,Funções de protocolo e gerenciamento de documentos e processos,B
1998,Funções de protocolo e gerenciamento de documentos e processos,C
1999,Funções de protocolo e gerenciamento de documentos e processos,D
2000,Funções de protocolo e gerenciamento de documentos e processos,A
2001,Funções de protocolo e gerenciamento de documentos e processos,D
2002,Funções de protocolo e gerenciamento de documentos e processos,B
2003,Funções de protocolo e gerenciamento de documentos e processos,B
2004,Funções de protocolo e gerenciamento de documentos e processos,D
2005,Funções de protocolo e gerenciamento de documentos e processos,C
2006,Funções de protocolo e gerenciamento de documentos e processos,B
2007,Funções de protocolo e gerenciamento de documentos e processos,D
2008,Funções de protocolo e gerenciamento de documentos e processos,A
2009,Funções de protocolo e gerenciamento de documentos e processos,B
2010,Funções de protocolo e gerenciamento de documentos e processos,D
2011,Funções de protocolo e gerenciamento de documentos e processos,B
2012,Funções de protocolo e gerenciamento de documentos e processos,A
2013,Funções de protocolo e gerenciamento de documentos e processos,C
2014,Funções de protocolo e gerenciamento de documentos e processos,C
2015,Funções de protocolo e gerenciamento de documentos e processos,C
2016,Funções de protocolo e gerenciamento de documentos e processos,A
2017,Funções de protocolo e gerenciamento de documentos e processos,D
2018,Funções de protocolo e gerenciamento de documentos e processos,D
2019,Funções de protocolo e gerenciamento de documentos e processos,B
2020,Funções de protocolo e gerenciamento de documentos e processos,A
2021,Funções de protocolo e gerenciamento de documentos e processos,D
2022,Funções de protocolo e gerenciamento de documentos e processos,D
2023,Funções de protocolo e gerenciamento de documentos e processos,D
2024,Funções de protocolo e gerenciamento de documentos e processos,D
2025,Funções de protocolo e gerenciamento de documentos e processos,D
2026,Funções de protocolo e gerenciamento de documentos e processos,D
2027,Funções de protocolo e gerenciamento de documentos e processos,C
2028,Funções de protocolo e gerenciamento de documentos e processos,B
2029,Funções de protocolo e gerenciamento de documentos e processos,D
2030,Funções de protocolo e gerenciamento de documentos e processos,B
2031,Funções de protocolo e gerenciamento de documentos e processos,C
2032,Funções de protocolo e gerenciamento de documentos e processos,C
2033,Funções de protocolo e gerenciamento de documentos e processos,B
2034,Funções de protocolo e gerenciamento de documentos e processos,C
2035,Funções de protocolo e gerenciamento de documentos e processos,A
2036,Funções de protocolo e gerenciamento de documentos e processos,D
2037,Funções de protocolo e gerenciamento de documentos e processos,C
2038,Funções de protocolo e gerenciamento de documentos e processos,A
2039,Funções de protocolo e gerenciamento de documentos e processos,C
2040,Funções de protocolo e gerenciamento de documentos e processos,B
2041,Funções de protocolo e gerenciamento de documentos e processos,A
2042,Funções de protocolo e gerenciamento de documentos e processos,B
2043,Funções de protocolo e gerenciamento de documentos e processos,B
2044,Funções de protocolo e gerenciamento de documentos e processos,C
2045,Funções de protocolo e gerenciamento de documentos e processos,C
2046,Funções de protocolo e gerenciamento de documentos e processos,B
2047,Funções de protocolo e gerenciamento de documentos e processos,D
2048,Funções de protocolo e gerenciamento de documentos e processos,D
2049,Funções de protocolo e gerenciamento de documentos e processos,B
2050,Funções de protocolo e gerenciamento de documentos e processos,C
2051,Funções de protocolo e gerenciamento de documentos e processos,C
2052,Funções de protocolo e gerenciamento de documentos e processos,D
2053,Funções de protocolo e gerenciamento de documentos e processos,C
2054,Funções de protocolo e gerenciamento de documentos e processos,C
2055,Funções de protocolo e gerenciamento de documentos e processos,D
2056,Funções de protocolo e gerenciamento de documentos e processos,D
2057,Funções de protocolo e gerenciamento de documentos e processos,C
2058,Funções de protocolo e gerenciamento de documentos e processos,D
2059,Funções de protocolo e gerenciamento de documentos e processos,D
2060,Funções de protocolo e gerenciamento de documentos e processos,D
2061,Funções de protocolo e gerenciamento de documentos e processos,C
2062,Funções de protocolo e gerenciamento de documentos e processos,B
2063,Funções de protocolo e gerenciamento de documentos e processos,B
2064,Funções de protocolo e gerenciamento de documentos e processos,A
2065,Funções de protocolo e gerenciamento de documentos e processos,C
2066,Funções de protocolo e gerenciamento de documentos e processos,D
2067,Funções de protocolo e gerenciamento de documentos e processos,B
2068,Funções de protocolo e gerenciamento de documentos e processos,A
2069,Funções de protocolo e gerenciamento de documentos e processos,D
2070,Funções de protocolo e gerenciamento de documentos e processos,A
2071,Funções de protocolo e gerenciamento de documentos e processos,B
2072,Funções de protocolo e gerenciamento de documentos e processos,C
2073,Funções de protocolo e gerenciamento de documentos e processos,B
2074,Funções de protocolo e gerenciamento de documentos e processos,B
2075,Funções de protocolo e gerenciamento de documentos e processos,D
2076,Funções de protocolo e gerenciamento de documentos e processos,C
2077,Funções de protocolo e gerenciamento de documentos e processos,D
2078,Funções de protocolo e gerenciamento de documentos e processos,C
2079,Funções de protocolo e gerenciamento de documentos e processos,B
2080,Funções de protocolo e gerenciamento de documentos e processos,A
2081,Funções de protocolo e gerenciamento de documentos e processos,A
2082,Funções de protocolo e gerenciamento de documentos e processos,D
2083,Funções de protocolo e gerenciamento de documentos e processos,B
2084,Funções de protocolo e gerenciamento de documentos e processos,A
2085,Funções de protocolo e gerenciamento de documentos e processos,B
2086,Funções de protocolo e gerenciamento de documentos e processos,D
2087,Funções de protocolo e gerenciamento de documentos e processos,D
2088,Funções de protocolo e gerenciamento de documentos e processos,C
2089,Funções de protocolo e gerenciamento de documentos e processos,D
2090,Funções de protocolo e gerenciamento de documentos e processos,C
2091,Funções de protocolo e gerenciamento de documentos e processos,D
2092,Funções de protocolo e gerenciamento de documentos e processos,B
2093,Funções de protocolo e gerenciamento de documentos e processos,A
2094,Funções de protocolo e gerenciamento de documentos e processos,B
2095,Funções de protocolo e gerenciamento de documentos e processos,D
2096,Funções de protocolo e gerenciamento de documentos e processos,B
2097,Funções de protocolo e gerenciamento de documentos e processos,C
2098,Funções de protocolo e gerenciamento de documentos e processos,C
2099,Funções de protocolo e gerenciamento de documentos e processos,D
2100,Funções de protocolo e gerenciamento de documentos e processos,B
2101,"Lei de abuso de autoridade; Lei Maria da Penha; Estatutos da Criança e do Adolescente, do Idoso, da Pessoa com Deficiência, da Igualdade Racial",B
2102,"Lei de abuso de autoridade; Lei Maria da Penha; Estatutos da Criança e do Adolescente, do Idoso, da Pessoa com Deficiência, da Igualdade Racial",D
2103,"Lei de abuso de autoridade; Lei Maria da Penha; Estatutos da Criança e do Adolescente, do Idoso, da Pessoa com Deficiência, da Igualdade Racial",B
2104,"Lei de abuso de autoridade; Lei Maria da Penha; Estatutos da Criança e do Adolescente, do Idoso, da Pessoa com Deficiência, da Igualdade Racial",D
